author,amount,content,likes,authorProfilePicture
"@vhackrevolutions7324","$5,00","I have been medically depressed for 68 years now. This cured my depression thank u albert","129","https://yt3.ggpht.com/ytc/AIdro_lB82G3lNbraDbnObRg1hk3RzfEaCQxQM7LxQHackY=s88-c-k-c0x00ffffff-no-rj"
"@Themonke7283","$1,99","“Be happy” is inspiring","1 K","null"
"@NomoCarrot","MYR 6,00","Be Happy Chat","290","null"
"@FirstBrown639-j4p","R$2,00","Bros I happy Edit: like 58 holy moly  Edit: bro like 231","340","null"
"@YarecFlores","$1,99","IM ALSO BACK AT DONATING","280","null"
"@greyharbourbutcher198","£2,00","Albert is three  powerful","2,3 K","null"
"@papitoricoification","$9,99","He big brain","88","null"
"@mattmiguel5000","PHP 50,00","IM BACK AT DONATIN edit: thanks yall and this be the last one, no more donating lol","11 K","null"
"@typenigg-a","$1,99","COULDNT BE ME ️️","10 K","https://yt3.ggpht.com/Mq3YRplGHtlVqVOe9IMH3hcjM0xkw-WFLxHDDxHjeHNQrpoqR-75mm8oZHrqEd0uMLIp1hPH=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$20,00","I can feel bros aura tru the screen ","2,2 K","null"
"@1shaders","SGD 28,98","i own the pin now","107","https://yt3.ggpht.com/_GJOb0Jaies4CQ3u5jm_WQpqfCfNXysa9i0jTpDXKxAhwZ_RRHAESiNCVQsyq5kQXkCDLi9s=s88-c-k-c0x00ffffff-no-rj"
"@vhackrevolutions7324","$2,00","Some parents dont deserve kids ","3,8 K","https://yt3.ggpht.com/ytc/AIdro_lB82G3lNbraDbnObRg1hk3RzfEaCQxQM7LxQHackY=s88-c-k-c0x00ffffff-no-rj"
"@australiaball-q8z","AU$14,99","Bro is entering his villain arc","2 K","null"
"@phntmsims","$14,99","That is so for real, I used to say that stuff in call of duty lobbies when people would say stuff about my mom, I made the wrong decision","1,8 K","null"
"@Blinkxly1987","MX$50,00","You can't forget me when the entire comment section is donating","1 K","null"
"@LeonardoPasinato","R$2,00","Valeu!","225","null"
"@Pacmonfr","$1,99","I need a dollar ️","280","null"
"@Diz-jr","$4,99","I feel bad for that kid","495","null"
"@australiaball-q8z","AU$22,99","Can I have that pin back pls?","2,3 K","null"
"@Diz-jr","$9,99",":)","314","null"
"@Freightliner_cascadia_driver","$500,00","I think bro is right","9,1 K","https://yt3.ggpht.com/cyK39mddT3vGL4DKbz_xtHQMX9maLeQF6NQ7RlFPRTMRe74az4nGv2s_NLZb59TH9g5bsaP-vw=s88-c-k-c0x00ffffff-no-rj"
"@RoyEA24","ZAR 14,00","Bro doesnt have 5000 iq, he is the god of knowledge ","717","null"
"@vhackrevolutions7324","$2,00","LET HIM COOK ️️️️️","479","null"
"@Xhouxiah","$199,99","I am inevitable.","69 K","https://yt3.ggpht.com/bZB8xxEunvYq1vReWzc6f3ZoohQiL9nhkVw9zUT1ll5svefcbPSCz9g4-klfPqMcK4C6uAs0=s88-c-k-c0x00ffffff-no-rj"
"@The_power-v56","R$2,00","The guy waits for this just to say "I love you"️","12 K","null"
"@BradycraftYT","$4,99","“I need more space” ","5,2 K","null"
"@TotalitarianNotReal","$19,99","NO ONE DONATES MORE THAN ME","6,6 K","null"
"@anywayo","R$2,00","Valeu!","120","null"
"@TotalitarianNotReal","$49,99","Nuh Uh!","3,1 K","null"
"@Yonofuixdxd","ARS 500,00","Nice video bro","4,9 K","null"
"@Demians-r6z","ARS 50,00","And to top it off, the same day every year, greetings from Argentina, good video","959","null"
"@Kman-RL","$4,99","On the same date too lol","3,3 K","null"
"@Norway-Sewden","£2,00","Pov social distancing edit: in 2020","804","null"
"@CristianSubelza-ep2ug","ARS 100,00","¡Gracias!","1,5 K","https://yt3.ggpht.com/ytc/AIdro_ko1bohorF43L7N2__iJfOUyGv9D49vh-by5RaRd0cxtbmO0Gkh_JsO8dPHhC3VE0oMug=s88-c-k-c0x00ffffff-no-rj"
"@pabloest5004","CLP 1.000","Nadie dona mas que yo mil","1,7 K","https://yt3.ggpht.com/ytc/AIdro_mZMT4-jJk2SyJ1wLVvJcMcS09YoZc_o55eV4K_eIodKg=s88-c-k-c0x00ffffff-no-rj"
"@Lolygames2006","R$2,00","and here I am wanting a boyfriend, lol","824","null"
"@Freightliner_cascadia_driver","$500,00","Cool.","61 K","https://yt3.ggpht.com/cyK39mddT3vGL4DKbz_xtHQMX9maLeQF6NQ7RlFPRTMRe74az4nGv2s_NLZb59TH9g5bsaP-vw=s88-c-k-c0x00ffffff-no-rj"
"@allashvets416","$1,99","Can I please get a like i’ve never had more than two likes","1,4 K","null"
"@jeyaseelan4890","MYR 30,00","Thanks!","1,8 K","null"
"@Blinkxly1987","MX$100,00","BRO WAS IN A RANKED MATCH ","29 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@jamesredacted9823","AU$2,99","So… who’s gonna tell the kid that someone turned the internet off?someone","2,1 K","null"
"@dingadunga","ARS 50,00","This is literally 0.05 dolars","2,2 K","null"
"@Ozhonanimates","ZAR 14,00","Xi know we're you live","236","null"
"@nuggetofc38190","R$2,00","Hello","234","null"
"@Ozhonanimates","ZAR 14,00","You can't see me","3,4 K","https://yt3.ggpht.com/EaOMsfWwFQunuLzJ_Sh2jn4dlG1jbi0hf7gd5PQ81Y7y8EidbG7dTbrpFFeFhhSdpi4NI4Mp2w=s88-c-k-c0x00ffffff-no-rj"
"@Freightliner_cascadia_driver","$500,00","Blud is on something hook me up fr fr   (Edit: i did intend to send 500)","25 K","https://yt3.ggpht.com/cyK39mddT3vGL4DKbz_xtHQMX9maLeQF6NQ7RlFPRTMRe74az4nGv2s_NLZb59TH9g5bsaP-vw=s88-c-k-c0x00ffffff-no-rj"
"@vhackrevolutions7324","$2,00","Bro forgot about photosynthesis they are both equally important ","647","null"
"@Varela-t4n","$1,99","He’s on to something","54","null"
"@Blinkxly1987","MX$20,00","Put your headphones  Put max volume on Play this short Do this and it hits different","6","null"
"@PaxGladeus","MYR 9,90","Don’t spend it all in one place, lil bro","23","null"
"@Norway-Sewden","£2,00","How i fell after i get my mothly alawence","67","https://yt3.ggpht.com/QQ1zLb69LKzp4SycOczLSyN-1gORezn0tmYsxH_fJvaRSH-RmfvQ1JmwY2r2hXuME82gU1ZFJKw=s88-c-k-c0x00ffffff-no-rj"
"@Varela-t4n","$1,99","We escaping the matrix with this one","4,8 K","null"
"@Bay_limon","₺20,00","Turkey economy so good🇹🇷","595","null"
"@NapoleonBonaparte929","₹40,00","Why am I donating money️","1,1 K","null"
"@ZARAZ-ANIMAL-COMPANY","$1,99","Nugget","6,9 K","null"
"@Imbrokelol-z5p","$2,00","Thanks!","974","https://yt3.ggpht.com/LI-uqnmpwZu5cUY-cPhj_RwyIQEE74fH3LxK3ppskZnOW3tvr2M7Gsk2YDJiEqL6hz9sG8mmqw=s88-c-k-c0x00ffffff-no-rj"
"@vhackrevolutions7324","$2,00","Skibidi rizz ","3,1 K","https://yt3.ggpht.com/ytc/AIdro_lB82G3lNbraDbnObRg1hk3RzfEaCQxQM7LxQHackY=s88-c-k-c0x00ffffff-no-rj"
"@ZeniBloxz","AU$2,99","The master plan to this day  Edit:Omg 850 Likes ty  1K likes holy moly","1 K","null"
"@Imbrokelol-z5p","$2,00","how did we not see","2,4 K","null"
"@Britneyisbestlol","$2,00","¡Gracias!","267","null"
"@SoCalTrackside6908","$1,99","This is Elon Musk","2,3 K","https://yt3.ggpht.com/3M8h6zvuPCbi7yURL8KQ-r1aS-E119E6NHxVRnDQyuS-2dCenGxCarN3kruJuvVWU5BbFkhHEg=s88-c-k-c0x00ffffff-no-rj"
"@Smulkyte","£5,00","90% of flat earthers rn: ","7,4 K","https://yt3.ggpht.com/ytc/AIdro_li3ssayreQDbNW6BemVmmuMr3aMwx3zPRdC2u-VkY=s88-c-k-c0x00ffffff-no-rj"
"@vhackrevolutions7324","$5,00","HEAR ME OUT????!","14 K","null"
"@Norway-Sewden","£2,00","Is no one questioning the picture","56","null"
"@GuilhermeAoki-g1y","R$2,00","Albert is aways a genious","2 K","null"
"@AbdulKothdiwala23","CA$2,79","Bro why is earth a gyat the thing big it also has panties LOL","1,6 K","https://yt3.ggpht.com/fVe9rvyfKYhyYAegjf1XK47P95OJSpxeSvb1E-GcEL7yJ-ZttPuR1CrejYDpWTr3x6v9AyfDNQ=s88-c-k-c0x00ffffff-no-rj"
"@BLADE.25","€2,49","W Albert","1,6 K","null"
"@chocolate_cake3429","$2,00","GYAAT","1,5 K","null"
"@football-fan-14-d","$1,99","now that’s what u call a gyatt   ima delete the complaining part I didn’t know he donated first chat","838","null"
"@MaxDesignerpr0-s1k","$2,00","WHAT, HELP ME!?","724","https://yt3.ggpht.com/r6UAGFZpu5PQOOm4ZmG9ZGhkcv9pC-Wg-0Hoo8wmHsJvpiAzffkDExnnsC1jbn6w10yXIaikKA=s88-c-k-c0x00ffffff-no-rj"
"@AndreTheDragon","CHF 50,00","Man's truly on that hardwood ","710","https://yt3.ggpht.com/UnX8j5PJcNVh7OGo-5--SUavYW_AwsP5XMraxKPQorSVXvYuB2zIbQzcUe3AtEulE6i6G2uZuU8=s88-c-k-c0x00ffffff-no-rj"
"@Norway-Sewden","£2,00","Im hard  My friend is bad","6,2 K","null"
"@father_drake19","$9,99","Me: I feel so ‘hard’ for you Friend: …","321","null"
"@emislosia841","€5,00","Turtle rizz","862","https://yt3.ggpht.com/ytc/AIdro_lmIYJmI6QU6vosovoJu0Zevb_qINnyhAcwiikC4KeNrA=s88-c-k-c0x00ffffff-no-rj"
"@justinPratte","CA$6,99","Get a turtle ","87","null"
"@Blinkxly1987","MX$50,00",""hunt you down eat you alive" with this video should make the video worse for me ","16 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@LiesLiesLis","ARS 50,00","Buy another house","776","null"
"@Blinkxly1987","MX$150,00","Whats dis? Huh? New number??  "They are going to take over!!" Chatgpt:","4,1 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@EternaLBTCxWR","₹40,00","Your Shorts are too good Man","544","null"
"@dutopp2","$5,00","Harvard didn't reject him, he rejected Harvard ","2,5 K","https://yt3.ggpht.com/BWG7jyCDAiRB5w-8gSJ-EP6f0rR4VF0gORMe6iyXR2HWFiVQaA4UZ-zQbxO8MZIzDXfC59ISpA=s88-c-k-c0x00ffffff-no-rj"
"@CORN_ON_DA_KOB_","$2,00","How u doing (THICK OF IT IS UNDERRATED)I like my cheese drippy brah*thanks for all the likes keep them coming! Pls*NO WAY I HIT 1K LIKES","11 K","https://yt3.ggpht.com/xS6zgJC0N2j-2jFxQKwZ1SdA70dKJ-IHmUWSzlhILBnm1DvMiNNJmx9Q-ptBm7-5rAUGHN1rUA=s88-c-k-c0x00ffffff-no-rj"
"@mattmiguel5000","PHP 50,00","That's fucked up ","2,6 K","null"
"@Thegreathappymonkey","$1,99","All I have   Edit thanks for 300 likes","781","null"
"@Gojo_satour93","$2,00","Hey need a dollar","1 K","https://yt3.ggpht.com/8uVSSrV6wBHQQJSvv08Ll8ijPLpQ95LH6e7FSZvmcBZ6iVmmMGHFZ6X9Z4FlV8rjOW_OfqRcJw=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$50,00","This was so dark i was so shocked of the response ","1,7 K","null"
"@Not_here-y9q","$19,99","Villain aren’t born they are made","5,9 K","https://yt3.ggpht.com/R1I8K1tQpAjUuPz-IThTzmdnM1vmaL9ddNmaYHQ06JcsjTHs2DY5ceZIB_A1ACFJkAWEiWXuRvA=s88-c-k-c0x00ffffff-no-rj"
"@boghiboy5788","$1,99","The Cartoon Network paper is fr","12 K","null"
"@scampithegr8","$1,99","My brother done that to me. Almost killed myself because of it.","2,8 K","null"
"@Tsebraden","HK$10,00","Thanks","407","https://yt3.ggpht.com/EZeVTZOzXF7RruWVSiW1QTiYhMKa00wdnO4mjAas_w_MbEXY_Nn9XlOleGDlC9L66lWw0_HY=s88-c-k-c0x00ffffff-no-rj"
"@luvx1z","CLP 1.000","Welcome to the Gboard clipboard; any text you copy will be saved here.  To paste a clip into the text box, tap it.  Use the edit icon to set, add or delete clips:  To pin a clip, press and hold it. After one hour, all clips that are not pinned will be deleted.","376","null"
"@7274j","€2,00","HE FOUND OUT MY REAL NAME IM COOKED ","4,4 K","https://yt3.ggpht.com/_WHSIw37j8fX0UJlHPXe4BP9lSb9UM8DMwLCUR1bWZY2kgvi_9UvgD27Tdv5cqS8STq4DQpSvg=s88-c-k-c0x00ffffff-no-rj"
"@Nihaii","₺109,99","Damn","218","null"
"@DillonandPeyton-kx7yg","$5,00","Me and the boy at school","13 K","https://yt3.ggpht.com/CvhnU9MmRdQiRD2T0hdK9ScJK2ujlgqBLrmJZndmsGwS1F5rWvL8GTXBA3kuSGLwnCyc4Y3mzQ=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$20,00","Can i donate? Because i think youre a bank","1,8 K","null"
"@mattmiguel5000","PHP 50,00","did a rizzler get rizzed?","2,5 K","null"
"@CAMILOSPONS","ARS 1.000,00","My bro bought a rizz course in temu","2 K","null"
"@scampithegr8","$1,99","so zdak, am I ur best friend???","1,1 K","https://yt3.ggpht.com/p-E1tYMoopMtjRNY90uzaxEuuwc9KLXYVPsTMPMHLdr7U0N-TyYxTKDCapyfAzF3w75TeJwYjoI=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$50,00","Bros gonna boil something (literally)","1,4 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@Duncan114","HK$10,00","Nah i think it will start an other war","721","null"
"@Huyvn1366","₫20.000","This is actually not rare because the rag that wipes my feet is the South Vietnam flag from 1966 - 1975.","165","null"
"@scampithegr8","$1,99","I’m zdaks best friend guys","205","null"
"@Blinkxly1987","MX$100,00","Ouch...that uhhh...hurt","18 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@NotVuxi","R$5,00","oh hell nah ","3,2 K","null"
"@Monkeymode-m6m","CA$2,79","Igohvhv","340","https://yt3.ggpht.com/afN4Pwu0EOQ_VklUFrYa79Tahr2P1gFbGXeBE2NjCKwNOCAXqDUCyVBqcEMVTVkDf3TcsgHW=s88-c-k-c0x00ffffff-no-rj"
"@vs.unfazed","$1,99","love your videos man!","1,5 K","https://yt3.ggpht.com/qgPo2AZrQknpitlMZUnUqLj2cNOI6Hy7H_FbJnvUNXrNUlTGAKli-bFWeLBMuDwSyXmgADYKng=s88-c-k-c0x00ffffff-no-rj"
"@Drem6254","₺20,00",""I am beyond smarter!" (I am officially homeless now)","666","null"
"@divine_heavenly","$5,00","Romans 10:9 says, "If you declare with your mouth, 'Jesus is Lord,' and believe in your heart that God raised him from the dead, you will be saved".","2,1 K","https://yt3.ggpht.com/gtdBcTEqViR-JxjlSNdSfiUhK43n--u883ZV0FXXJxf5OfsLWwBa4T2KtonxRjQglwQRkzV7DA=s88-c-k-c0x00ffffff-no-rj"
"@012fce8","MYR 6,00","Bro is faster than reversed flash","590","null"
"@poncianoandtori9062","$1,99","Run a marathon! ","375","null"
"@Nepos_offical","BYN 2,00","Chocolelola","479","null"
"@Hempxy","$1,99","I mean it when I say this, thank you Zdak for inspiring my channel and making me laugh everyday, this is all I have but you deserve so much more, thank you for being my inspiration for my channel ","334","null"
"@damobeck1","$24,99","Peer pressure man…","12 K","https://yt3.ggpht.com/ytc/AIdro_mda-F3HPxQs-aiYNzCfc3lERlEUjdELj9-Py8MlZHSXU37=s88-c-k-c0x00ffffff-no-rj"
"@Whatthevr_official","CA$2,00","Bro never has been so grateful for one singular word ","7,2 K","null"
"@Carriby","CHF 2,00","Bro is getting money for absolutely no reason ","11 K","null"
"@IKVRUS","€20,00","I just like the color orange... Go buy some oranges bro ","1,4 K","null"
"@EpikAngel878","$1,99","How to solve world hunger? Food","3,3 K","null"
"@mattmiguel5000","PHP 50,00","Albert, what would you do to solve calculus? "Calculator"","11 K","null"
"@CAMILOSPONS","ARS 1.000,00","Bro albert is saving the world","9,4 K","null"
"@minozz-u6c","$4,99","I was gonna buy a mc chicken but Albert changed me in ways I cannot define","794","null"
"@Clint22257","$4,99","This short changed my life","3,6 K","null"
"@kadenjoe9983","$1,99","For Albert","2,5 K","null"
"@Idk_a1den","$1,99","i cant scroll without donating this","172","null"
"@cavejohnson1710","$1,99","Shi might as well give bro a chunk of change","1,3 K","null"
"@Blinkxly1987","MX$50,00","COMMON sense.   Sorry i got distracted watching elevenz","7,8 K","null"
"@BehzadAshfaq","$1,99","bro is getting donations here and there  edit: 11K likes. dang, that’s the most i’ve ever gotten.","11 K","null"
"@Norway-Sewden","£2,00","Bros brain gotta be analyed","198","null"
"@Blaiseey","CA$2,00","The comments are boutta pay bros rent","6,5 K","null"
"@alatus__nemeseos1596","₹40,00","How bro is getting paid like this ","3,1 K","null"
"@EternallyFortold","$2,00","You may have the others fooled, but you're not getting a penny from me ","1 K","null"
"@forzamach7","COP 4.000,00","Bro is getting a whole damn house with this one ","542","https://yt3.ggpht.com/ytc/AIdro_n6LJrJ9lD81sDA4ckK_3eZhUy8CrI7ZEFzDqsbxxXCcLI=s88-c-k-c0x00ffffff-no-rj"
"@BLADE.25","€2,49","W albert","4,4 K","null"
"@redpanther4635","£2,00","Albert big brain like Albert Einstein lol","979","null"
"@tableswithoutchairs1168","$1,99","Albert would be proud of me if I give money right, RIGHT!?","242","null"
"@jpapillion1","$2,00"," for you amigo","2,1 K","null"
"@ToffTheDawg","R$10,90","I won’t give you money.","849","null"
"@ItzFridayz","$2,00","Why do half the comments have a money amount next to them?","1,8 K","null"
"@DeiSonn","$1,99","Thanks!","554","null"
"@leftturnsmatter7555","$1,99","Why did I just do this?","3,1 K","null"
"@vhackrevolutions7324","$2,00","House. ","536","null"
"@Alfrederinos","CA$2,79","Peter griffin","79","null"
"@2013daxdaniel","$2,00","This shxt wild bro!","456","null"
"@suicufnoc1306","IDR 20.000,00","Bros getting paid for this ","929","null"
"@sandeepanchoudhury-8j-164","₹40,00","Bro I have to do this I have no choice","218","null"
"@himanshumagar","₹179,00","What","1,5 K","null"
"@lil_dedsec","R$2,00","I love you panela","545","null"
"@nightmare5910","₹40,00","Everyone is giving so why not  suiiii, yowaimo","347","null"
"@bobux927","PHP 50,00","Hai bro my last dollars","78","null"
"@leonleon7294","€2,49","Here’s all the money I have","369","null"
"@GoldenSmpofficialserver","$1,99","Skibidi","136","https://yt3.ggpht.com/V2GwjtwXF0lAkRvmRwcGBsVAcpfAU5tBcXUoZxg3OQTpGeYPt0trLgymvSGMekJB0OLwOBeY=s88-c-k-c0x00ffffff-no-rj"
"@braydenwells9514","$1,99","Another one","426","null"
"@CRAFTY1ii11","IDR 20.000,00","We're being held captive  Edit: why is noone talking about Nou's pfp","275","null"
"@aviralratnakar","₹40,00","Thanks","882","null"
"@Fabryfg","HNL 30,00","Why am I donating? Lol I don't even speak English I'm from Spain.","362","null"
"@br3vity","RON 9,99","idk i just like spending money","242","null"
"@Raps_BZRK","$2,00","2 dullah fo bobuxkz","635","null"
"@TheS9.","IDR 20.000,00","Stop getting money","861","null"
"@RowanMatthias-p6u","$2,00","","707","null"
"@yeid44","SAR 10,00","yes","167","null"
"@gunnerzcc","£4,99","","1,7 K","null"
"@Duncan114","HK$25,00","Epic","1,1 K","https://yt3.ggpht.com/mvknJcE1OKs3XG7Lo26lXNR2jGUJgoZu-d3pOPw_pZ3ujTHdmAsunvQ2Ub4tSmbGsFpD9C9uLA=s88-c-k-c0x00ffffff-no-rj"
"@maldestroyer7","$9,99","Nah, bro should’ve went John Wick mode.","14 K","https://yt3.ggpht.com/rdEq2JYmqprc6EShwb3rBkNeyPIlwmBgsmJ3b6Nx14Mt28YlV0REBKzu3PiFXSThb1IZGTgfo5E=s88-c-k-c0x00ffffff-no-rj"
"@Norway-Sewden","£2,00","Bro fr hit dat uno reverse","84","null"
"@scampithegr8","$1,99","WELP. WERE COOKED. (Btw. If y’all get this to 2k likes I’ll donate 10 dollars fr)","754","null"
"@MultiWasHere","$4,99","Chat we need the extremefish1 donation","1 K","null"
"@CAMILOSPONS","ARS 1.000,00",""finally my plan worked! (evil laugh)" ahh exam","7,5 K","https://yt3.ggpht.com/6QVpaGH-Ax4WPr_KAyJumR0laGmpCgzyLP-QVlrXvpBxf1_ZUCctF9nUXAbyo_aTkv4fpEUx4g=s88-c-k-c0x00ffffff-no-rj"
"@michaoxendine-i8u","$1,99","that teachers aura is almost as good as your ","1,2 K","null"
"@scampithegr8","$1,99","We’re getting out of school with this one ️️️️","530","null"
"@Jay_mm2man","$9,99","W fbi agent fr(edit damn I was not expecting anything from this I just realized how many people liked this and thank you to all the people ","55 K","https://yt3.ggpht.com/p6UtCt8X5IBJHxK5OptK5Tz92MPDwZGQZ5txX2dkiI0DCqQdUc_fRFemzEihQzecuuPGcPwmQQI=s88-c-k-c0x00ffffff-no-rj"
"@EthanTeachen","$4,99","Aura","1,4 K","https://yt3.ggpht.com/6Wwx7neTXqpjI1URF4cTdsvNCb6dUbFrg6UaES8PobY681fpPbANY3xIP3amyshtrBHPv1tsdw=s88-c-k-c0x00ffffff-no-rj"
"@scampithegr8","$1,99","actual sigma right here guys","4,4 K","null"
"@LilFisheGaming","$4,99","reply if your sigma","8,4 K","https://yt3.ggpht.com/-E7UnxBDQfdJcOQIzPzloD-HDB7O0tA1nAB_8b7vym1Bhg_uXJIK1jKRzQg5cPb0UjHpAiq-Fg=s88-c-k-c0x00ffffff-no-rj"
"@scampithegr8","$1,99","that was me fr","397","null"
"@Bitcoin545","$2,00","Thanks!","272","null"
"@Blinkxly1987","MX$50,00","your sister has entred the chatyour sister has entred the chat","26 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@gamingwithghost223","$5,00","Mother nature hellooo  Edit: holy crap 1.7k likes im famous guys","2 K","null"
"@Obama_YoMama","€5,00","What did he expect to happen","17 K","https://yt3.ggpht.com/8hwk9XkrJqTlVr6nmM60eTkR2O76xNX6lvB1xjbG45w2cCJN-71k9S4J0YyLRKNLqvha5UhP=s88-c-k-c0x00ffffff-no-rj"
"@Blinkxly1987","MX$50,00","Have you heard of the lepoidendron tree (Bro the deer will soon have rabies)","614","null"
"@SoCalTrackside6908","$1,99","That ain’t no furry, that’s no fur","367","null"
"@chicholinoski5545","ARS 200,00","Dear future generations... Im sorry  Edit: AYO GUYS CALM DOWN, ITS JUST A RANDOM COMMENT - (Yeah, i lost the opportunity to say "Future deer generations")","637","null"
"@Consumer_stickglue","$4,99","Oil up I’ll be there in 5","15 K","https://yt3.ggpht.com/qqFJltS916AZV5LihfVIyAXG_Q0JpMQMSRYHhhoKrgzuuXcInYOHa8-XCtJ5S1foDguOGnpDCQ=s88-c-k-c0x00ffffff-no-rj"
"@sokeen.mp3","€2,00","Damn...","678","null"
"@OverAll_Legend","₹100,00","Obviously I'm Alpha Who wants to be sigma ?   Yes if u want to beg for likes , u can write u are sigma , but we don't need likes ...  , coz likes need us ","342","null"
"@funnyedits-h3k","ZAR 35,00",""Nah i'd see"ahh brain","1,7 K","https://yt3.ggpht.com/VaKaFh5b-OjH9BafqKyEx1QYShr_pFgRFxD_NJexrVjJecS8YiEQJuyS1oLvwgg0cYXFHxPq9A=s88-c-k-c0x00ffffff-no-rj"
"@Unknown09283","$2,00","I need his iq then shii","4 K","null"
"@Ender_273","€5,00","Is this enough? :D","3,2 K","https://yt3.ggpht.com/GQd8LrI2jXiWwMFEK4MU6Urg83bj-3yB3sv06NcT3Z8h2ZlFdagoFm24_Kw6sIVHQiufAcOwbw=s88-c-k-c0x00ffffff-no-rj"
"@hardhittersinc1394","$1,99","Takes a whole other meaning to “hit the sack jack”","1,4 K","null"
"@divine_heavenly","$2,00","Me reading the NDA after i just leaked everything on twitter:","100","null"
"@BLEHUNSEEN","$1,99","Bro IQ is crazy","223","https://yt3.ggpht.com/iVsi9UdMP9f4_XN1X66fvhCUXgfCY_xPL8j-EhnJubiCQqx9oel43_qK1NfgZbPCEVBYaklN7Yg=s88-c-k-c0x00ffffff-no-rj"
"@Monkey-h4u","$4,99","What the fu&k does that mean","2,7 K","https://yt3.ggpht.com/ytc/AIdro_lPAu5LcUW1h_9K92DDPIFAt7oKeKn1gaScOAfzdeLy0FyHMrhcwYmEo-u21qNz3kJRkA=s88-c-k-c0x00ffffff-no-rj"
"@spencergaming1378","£1,99","Albert is secretly Albert Einstein in disguise ","1,6 K","https://yt3.ggpht.com/Lc77SutQZDka2vcTcUZLByx2zvnT0O6lfTXEDTmBmePcteIHzBpj0NGNI8LDdKAH3R6N6YQSysA=s88-c-k-c0x00ffffff-no-rj"
"@sasskid18","PHP 125,00",""whats the point of splitting the sea?"","157","null"
"@walkgh","€2,00","I didn't mean to donate my last 2 dollars ","67","null"
"@Blinkxly1987","MX$50,00","Bro could have saved himself from the edit button 🫃","4,7 K","https://yt3.ggpht.com/D6VU0L2HXA32biG_clnJ9_FjKd1Qy6XtX6ExyVw3DzpldbtW_ou-8PQLZYBVB4JLc-k8AGchqw=s88-c-k-c0x00ffffff-no-rj"
"@YarecFlores","$1,99","Bro owned himself (Edit 1: let’s goo 1K likes)","1,8 K","null"
"@hardhittersinc1394","$1,99","Bro is him","1,9 K","https://yt3.ggpht.com/ytc/AIdro_mCc5N2hmakVhagdDBr0aO076LceLvBJ96H9W_9B06X0ZUMzHxwxPsdCYbMP12-CTjgYA=s88-c-k-c0x00ffffff-no-rj"
"@glit.ch3","$1,99","I just drank purple koolaid","466","null"
"@Huyvn1366","₫20.000","I once heard a man in Japan moved to the location of the atomic bomb and lived for 2 days ","1,6 K","https://yt3.ggpht.com/3XAPEyC2uLTTujlitbHW3pWVOM0cJ4OzUbK3Wo1i0Qd9p4SI5WH7CTxSCxX1z4HEmLVQJ-zgDg=s88-c-k-c0x00ffffff-no-rj"
"@Unknown09283","$2,00","Let someone push u then try to get up","1 K","https://yt3.ggpht.com/ytc/AIdro_kPqd3qHGj4Eoagr7eV5zC2LKQYZRx1bzPyjRIw4GkdlzPgCKafYCS7AsuxG1hYr-DHtg=s88-c-k-c0x00ffffff-no-rj"
"@nightmare4369","MYR 6,00","Bro is cooking on the other levels","2,9 K","https://yt3.ggpht.com/xAdw6lKbwQBGLZhsOZDzNgvXqow0ogQReS34EIfFQTmyEPGVGh1NuSGdNrHLNyd20GGglILh=s88-c-k-c0x00ffffff-no-rj"
"@chkxanw","HK$38,00","Feel bad for the 101st kid ","637","https://yt3.ggpht.com/P_Y9GnCJYWd0bJc1IrqOJ77a7BXXN6FG_F6XlrpP50IHQguylz59v9n0gTLqfZALUGnFsEupjA=s88-c-k-c0x00ffffff-no-rj"
"@Varela-t4n","$1,99","He didn’t want them to smile","237","null"
